,Date,RF Annual,RF Daily
547,2021-06-14,1.51,0.0025245038182621915
548,2021-06-15,1.51,0.0025245038182621915
549,2021-06-16,1.57,0.002589390253571189
550,2021-06-17,1.52,0.0025354249357782965
551,2021-06-18,1.45,0.0024580517515007116
552,2021-06-21,1.5,0.002513539223037764
553,2021-06-22,1.48,0.0024914782031018046
554,2021-06-23,1.5,0.002513539223037764
555,2021-06-24,1.49,0.0025025308020636405
556,2021-06-25,1.54,0.002557138109255952
557,2021-06-28,1.49,0.0025025308020636405
558,2021-06-29,1.49,0.0025025308020636405
559,2021-06-30,1.45,0.0024580517515007116
560,2021-07-01,1.48,0.0024914782031018046
561,2021-07-02,1.44,0.002446818831841391
562,2021-07-05,,
563,2021-07-06,1.37,0.002366878714309184
564,2021-07-07,1.33,0.0023201346649801557
565,2021-07-08,1.3,0.0022845484156153173
566,2021-07-09,1.37,0.002366878714309184
567,2021-07-12,1.38,0.0023784417901981936
568,2021-07-13,1.42,0.0024242145999113784
569,2021-07-14,1.37,0.002366878714309184
570,2021-07-15,1.31,0.0022964616724079345
571,2021-07-16,1.31,0.0022964616724079345
572,2021-07-19,1.19,0.002149983369405639
573,2021-07-20,1.23,0.002199680372658719
574,2021-07-21,1.3,0.0022845484156153173
575,2021-07-22,1.27,0.0022484962258277896
576,2021-07-23,1.3,0.0022845484156153173
577,2021-07-26,1.29,0.0022725833915706595
578,2021-07-27,1.25,0.002224196483138874
579,2021-07-28,1.26,0.0022363731611727555
580,2021-07-29,1.28,0.002260566147789689
581,2021-07-30,1.24,0.0022119657147563476
582,2021-08-02,1.2,0.0021624919720331093
583,2021-08-03,1.19,0.002149983369405639
584,2021-08-04,1.19,0.002149983369405639
585,2021-08-05,1.23,0.002199680372658719
586,2021-08-06,1.31,0.0022964616724079345
587,2021-08-09,1.33,0.0023201346649801557
588,2021-08-10,1.36,0.0023552668800108645
589,2021-08-11,1.35,0.0023436058737871246
590,2021-08-12,1.36,0.0023552668800108645
591,2021-08-13,1.29,0.0022725833915706595
592,2021-08-16,1.26,0.0022363731611727555
593,2021-08-17,1.26,0.0022363731611727555
594,2021-08-18,1.27,0.0022484962258277896
595,2021-08-19,1.24,0.0022119657147563476
596,2021-08-20,1.26,0.0022363731611727555
597,2021-08-23,1.25,0.002224196483138874
598,2021-08-24,1.29,0.0022725833915706595
599,2021-08-25,1.35,0.0023436058737871246
600,2021-08-26,1.34,0.0023318952768360823
601,2021-08-27,1.31,0.0022964616724079345
602,2021-08-30,1.29,0.0022725833915706595
603,2021-08-31,1.3,0.0022845484156153173
604,2021-09-01,1.31,0.0022964616724079345
605,2021-09-02,1.29,0.0022725833915706595
606,2021-09-03,1.33,0.0023201346649801557
607,2021-09-06,,
608,2021-09-07,1.38,0.0023784417901981936
609,2021-09-08,1.35,0.0023436058737871246
